,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,srno
90,0.7979999999999999,1982,0.0962,['The Pointer Sisters'],0.59,230640,0.868,0,1ot6jEe4w4hYnsOPjd3xKQ,0.000322,5,0.442,-5.8320000000000025,0,I'm So Excited,72,1982-02-01,0.048,184.34799999999998,90
91,0.866,1982,0.287,['The Clash'],0.7959999999999999,222427,0.872,0,56KqaFSGTb7ifpt16t5Y1N,0.0,9,0.284,-6.722,0,Rock the Casbah - Remastered,72,1982,0.0573,129.894,91
92,0.7390000000000001,1982,0.0208,['TOTO'],0.365,331200,0.513,0,37BTh5g05cxBIRYMbw8g2T,0.000147,7,0.205,-13.034,0,Rosanna,72,1982-04-08,0.0357,80.64699999999998,92
93,0.746,1982,0.11900000000000001,['Marvin Gaye'],0.805,238600,0.601,0,3VZmChrnVW8JK6ano4gSED,0.000129,0,0.0581,-9.7,0,Sexual Healing,72,1982-10-01,0.0579,94.382,93
94,0.813,1982,0.0855,['Michael Jackson'],0.773,357267,0.8590000000000001,0,3S2R0EVwBSAVMd5UMgKTL0,0.00018,11,0.914,-4.913,1,Thriller,71,1982-11-30,0.0747,118.458,94
95,0.466,1982,0.42200000000000004,"['Queen', 'David Bowie']",0.6709999999999999,248440,0.711,0,11IzgLRXV7Cgek3tEgGgjw,0.0,2,0.10400000000000001,-7.813,1,Under Pressure - Remastered 2011,71,1982-05-03,0.0478,113.809,95
96,0.961,1982,0.23,['Michael Jackson'],0.888,238733,0.815,0,5lA3pwMkBdd24StM90QrNR,0.000424,11,0.127,-4.909,0,P.Y.T. (Pretty Young Thing),71,1982-11-30,0.0404,127.273,96
97,0.522,1982,0.562,['The Alan Parsons Project'],0.823,276280,0.41700000000000004,0,39qYD4J4BKvZMQgxfXl5bv,0.00098,2,0.0765,-12.642999999999999,1,Eye In The Sky,70,1982,0.032,111.928,97
98,0.33899999999999997,1982,0.66,['José Luis Perales'],0.21899999999999997,248000,0.32299999999999995,0,7aSxNjoVoAwNL7HDAKwGtC,0.0,10,0.106,-12.210999999999999,1,¿Y cómo es él?,70,1982-02-28,0.0333,170.437,98
99,0.728,1982,0.0133,['Billy Idol'],0.6729999999999999,252200,0.8140000000000001,0,1gzIbdFnGJ226LTl0Cn2SX,0.00293,9,0.34299999999999997,-5.4110000000000005,1,White Wedding - Pt. 1,70,1982-01-01,0.0367,147.19299999999996,99
100,0.732,1982,0.257,['TOTO'],0.6709999999999999,295893,0.373,0,2374M0fQpWi3dLnB54qaLX,8.01e-05,9,0.0481,-18.064,1,Africa,83,1982-04-08,0.0323,92.71799999999999,100
101,0.847,1982,0.0236,['Michael Jackson'],0.92,293827,0.654,0,5ChkMS8OtdzJeqyybCc9R5,0.0158,11,0.0359,-3.051,0,Billie Jean,83,1982-11-30,0.0401,117.046,101
102,0.816,1982,0.079,['The Clash'],0.742,188987,0.833,0,39shmbIHICJ2Wxnk1fPSdz,0.0,2,0.384,-6.462999999999999,1,Should I Stay or Should I Go - Remastered,79,1982,0.115,113.375,102
103,0.915,1982,0.0491,['Michael Jackson'],0.779,258040,0.867,0,1OOtq8tRnDM8kG2gqUPjAj,7.98e-06,3,0.19699999999999998,-3.7039999999999997,0,Beat It,79,1982-11-30,0.0457,138.858,103
104,0.763,1982,0.0261,['Phil Collins'],0.62,175747,0.9359999999999999,0,4YwbSZaYeYja8Umyt222Qf,0.0,7,0.0679,-4.593,1,You Can't Hurry Love - 2016 Remaster,77,1982-11-05,0.0308,97.527,104
105,0.782,1982,0.664,['Dexys Midnight Runners'],0.45,287307,0.6559999999999999,0,3MrWxJaD2AT0W9DjWF64Vm,3.02e-06,2,0.259,-7.0489999999999995,1,Come On Eileen,76,1982-07-22,0.0472,106.61,105
106,0.626,1982,0.0365,['John Mellencamp'],0.8109999999999999,254493,0.41,0,43btz2xjMKpcmjkuRsvxyg,6.63e-06,9,0.0799,-8.214,1,Jack & Diane,74,1982,0.0391,103.965,106
107,0.823,1982,0.0405,['Daryl Hall & John Oates'],0.7240000000000001,273173,0.498,0,7j74lucZ59vqN67Ipe2ZcY,8.56e-05,11,0.0761,-13.083,0,Maneater,74,1982-10-04,0.0423,88.825,107
108,0.552,1982,0.21600000000000005,['Survivor'],0.815,243773,0.43799999999999994,0,2HHtWyy5CgaQbC7XSoOb0e,0.000466,0,0.0787,-14.522,0,Eye of the Tiger,74,1982,0.0346,108.965,108
109,0.685,1982,0.0433,['Duran Duran'],0.691,220627,0.812,0,39lSeqnyjZJejRuaREfyLL,1.16e-06,0,0.299,-7.772,1,Hungry Like the Wolf - 2009 Remaster,73,1982-05-10,0.0558,127.568,109
110,0.7979999999999999,1982,0.0962,['The Pointer Sisters'],0.59,230640,0.868,0,1ot6jEe4w4hYnsOPjd3xKQ,0.000322,5,0.442,-5.8320000000000025,0,I'm So Excited,72,1982-02-01,0.048,184.34799999999998,110
111,0.866,1982,0.287,['The Clash'],0.7959999999999999,222427,0.872,0,56KqaFSGTb7ifpt16t5Y1N,0.0,9,0.284,-6.722,0,Rock the Casbah - Remastered,72,1982,0.0573,129.894,111
112,0.7390000000000001,1982,0.0208,['TOTO'],0.365,331200,0.513,0,37BTh5g05cxBIRYMbw8g2T,0.000147,7,0.205,-13.034,0,Rosanna,72,1982-04-08,0.0357,80.64699999999998,112
113,0.746,1982,0.11900000000000001,['Marvin Gaye'],0.805,238600,0.601,0,3VZmChrnVW8JK6ano4gSED,0.000129,0,0.0581,-9.7,0,Sexual Healing,72,1982-10-01,0.0579,94.382,113
114,0.813,1982,0.0855,['Michael Jackson'],0.773,357267,0.8590000000000001,0,3S2R0EVwBSAVMd5UMgKTL0,0.00018,11,0.914,-4.913,1,Thriller,71,1982-11-30,0.0747,118.458,114
